Speed,Stage,Event,Finish,Distance,Winner, 
"33,086",Tour de France 1931 - Stage1 ,Stage in line,Caen,208,Alfred Haemerlinck,
"33,085",Tour de France 1907 - Stage10 ,Stage in line,Bordeaux,269.0,Gustave Garrigou,
"33,075",Tour de France 1928 - Stage18 ,Stage in line,Metz,165,Nicolas Frantz,
"33,066",Tour de France 1979 - Stage16 ,Stage in line,Les Menuires,201.3,Lucien Van Impe,
"33,052",Tour de France 1936 - Stage6 ,Stage in line,Aix-les-Bains,212.0,Eloï Meulenberg,
"33,020",Tour de France 1965 - Stage10 ,Stage in line,Ax-les-Thermes,222.5,Guido Reybrouck,
"32,996",Tour de France 2004 - Stage 17 RR,Stage in line,Le Grand-Bornand,204.5,Lance Armstrong,
"32,994",Tour de France 1950 - Stage19 ,Stage in line,Saint-Etienne,291.0,Raphaël Geminiani,
"32,993",Tour de France 1948 - Stage 18 RR,Stage in line,Metz,195,Giovanni Corrieri,
"32,989",Tour de France 1998 - Stage 15 RR,Stage in line,Les Deux-Alpes,189,Marco Pantani,
"32,961",Tour de France 1934 - Stage2 ,Stage in line,Charleville-Mézières,192.0,René Le Grevès,
"32,934",Tour de France 1969 - Stage10 ,Stage in line,Briançon,220.5,Herman Van Springel,
"32,927",Tour de France 1936 - Stage10 ,Stage in line,Nice,156,Paul Maye,
"32,921",Tour de France 1947 - Stage18 ,Stage in line,Vannes,236.0,Pietro Tarchini,
"32,919",Tour de France 1956 - Stage2 ,Stage in line,Lille,217.0,Fred De Bruyne,
"32,911",Tour de France 1978 - Stage 13 RR,Stage in line,Super-Besse,221.5,Paul Wellens,
"32,909",Tour de France 2001 - Stage 12 RR,Stage in line,Plateau de Bonascre,166.5,Félix Cárdenas,
"32,892",Tour de France 1928 - Stage17 ,Stage in line,Strasbourg,145,Joseph Mauclair,
"32,868",Tour de France 1999 - Stage 10 RR,Stage in line,"Alpe d'Huez",220.5,Giuseppe Guerini,
"32,849",Tour de France 1992 - Stage13 ,Stage in line,Sestriere,254.5,Claudio Chiappucci,
"32,841",Tour de France 1939 - Stage6a ,Stage in line,La Rochelle,144,Lucien Storme,
"32,834",Tour de France 1973 - Stage16a ,Stage in line,Bordeaux,210.0,Walter Godefroot,
"32,831",Tour de France 1979 - Stage1 ,Stage in line,Bagnères-de-Luchon,225.0,René Bittinger,
"32,823",Tour de France 1955 - Stage20 ,Stage in line,Poitiers,243.0,Jean Forestier,
"32,817",Tour de France 1936 - Stage21 ,Stage in line,Paris,234,Arsène Mersch,
"32,806",Tour de France 1954 - Stage22 ,Stage in line,Troyes,216.0,Fred De Bruyne,
"32,805",Tour de France 1910 - Stage11 ,Stage in line,Bordeaux,269.0,Ernest Paul,
"32,792",Tour de France 1955 - Stage8 ,Stage in line,Briançon,253.0,Charly Gaul,
"32,789",Tour de France 1951 - Stage10 ,Stage in line,Brive-la-Gaillarde,216.0,Bernardo Ruiz,
"32,786",Tour de France 1948 - Stage 7 RR,Stage in line,Lourdes,219.0,Gino Bartali,
"32,780",Tour de France 1978 - Stage 3 RR,Stage in line,Saint-Germain-en-Laye,243.5,Klaus-Peter Thaler,
"32,774",Tour de France 1973 - Stage18 ,Stage in line,le Puy-de-Dôme,216.5,Luis Ocaña,
"32,763",Tour de France 1964 - Stage21 ,Stage in line,Orléans,311.0,Jean Stablinsky,
"32,761",Tour de France 1988 - Stage12 ,Stage in line,"L'Alpe-d'Huez",227.0,Steven Rooks,
"32,743",Tour de France 1931 - Stage3 ,Stage in line,Brest,206.0,Fabio Battesini,
"32,741",Tour de France 1976 - Stage16 ,Stage in line,Fleurance,152,Michel Pollentier,
"32,738",Tour de France 1974 - Stage18 ,Stage in line,Pau,141.5,Jean-Pierre Danguillaume,
"32,726",Tour de France 1959 - Stage14 ,Stage in line,Clermont-Ferrand,231.0,André le Dissez,
"32,722",Tour de France 1992 - Stage14 ,Stage in line,"L'Alpe-d'Huez",186.5,Andy Hampsten,
"32,720",Tour de France 1937 - Stage8 ,Stage in line,Briançon,194.0,Otto Weckerling,
"32,717",Tour de France 1938 - Stage4c ,Stage in line,Royan,83,Félicien Vervaecke,
"32,710",Tour de France 1950 - Stage1 ,Stage in line,Metz,307,Jean Goldschmidt,
"32,708",Tour de France 1975 - Stage16 ,Stage in line,Serre Chevalier,107,Bernard Thevenet,
"32,697",Tour de France 1950 - Stage22 ,Stage in line,Paris,314.0,Emile Baffert,
"32,696",Tour de France 1907 - Stage4 ,Stage in line,Lyon,309,Marcel Cadolle,
"32,696",Tour de France 2011 - Stage 18 RR,Stage in line,Col du Galibier,200.5,Andy Schleck,
"32,694",Tour de France 1977 - Stage3 ,Stage in line,Vitoria,248.2,José Nazabal,
"32,688",Tour de France 1958 - Stage22 ,Stage in line,Besançon,237.0,André Darrigade,
"32,686",Tour de France 1959 - Stage16 ,Stage in line,Saint-Etienne,210.0,Dino Bruni,
"32,675",Tour de France 2001 - Stage 10 RR,Stage in line,"Alpe d'Huez",209.0,Lance Armstrong,
"32,627",Tour de France 1967 - Stage10 ,Stage in line,Briançon,243.0,Felice Gimondi,
"32,601",Tour de France 1932 - Stage21 ,Stage in line,Paris,159,André Leducq,
"32,558",Tour de France 1933 - Stage11 ,Stage in line,Cannes,128,Maurice Archambaud,
"32,544",Tour de France 1938 - Stage10a ,Stage in line,Narbonne,63.0,Toon van Schendel,
"32,539",Tour de France 1939 - Stage11 ,Stage in line,Marseille,212.0,Fabien Galateau,
"32,536",Tour de France 1929 - Stage17 ,Stage in line,Strasbourg,145,André Leducq,
"32,518",Tour de France 1978 - Stage 16 RR,Stage in line,"Alpe d'Huez",240.5,Hennie Kuiper,
"32,504",Tour de France 1997 - Stage 10 RR,Stage in line,Ordino-Arcalís,252.5,Jan Ullrich,
"32,503",Tour de France 1931 - Stage12 ,Stage in line,Marseille,207,Max Bulla,
"32,496",Tour de France 1950 - Stage14 ,Stage in line,Toulon,222.0,Custodio dos Reis,
"32,494",Tour de France 1938 - Stage18 ,Stage in line,Metz,186.0,Marcel Kint,
"32,494",Tour de France 2006 - Stage 16 RR,Stage in line,La Toussuire,182.0,Michael Rasmussen,
"32,466",Tour de France 1980 - Stage16 ,Stage in line,Pra-Loup,208.6,Jos Deschoenmaecker,
"32,465",Tour de France 1961 - Stage9 ,Stage in line,Grenoble,230.0,Charly Gaul,
"32,463",Tour de France 1938 - Stage11 ,Stage in line,Marseille,223.0,Gino Bartali,
"32,460",Tour de France 1929 - Stage8 ,Stage in line,Bayonne,182.0,Julien Moineau,
"32,458",Tour de France 1995 - Stage 15 ,Stage in line,Le Cambasque,206.0,Richard Virenque,
"32,456",Tour de France 1999 - Stage 15 RR,Stage in line,Piau-Engaly,173.0,Fernando Escartín,
"32,438",Tour de France 1976 - Stage19 ,Stage in line,Tulle,219.5,Hubert Mathis,
"32,427",Tour de France 1984 - Stage17 ,Stage in line,"L'Alpe-d'Huez",151,Luis Herrera,
"32,411",Tour de France 1990 - Stage 11 RR,Stage in line,"Alpe d'Huez",182.5,Gianni Bugno,
"32,393",Tour de France 1947 - Stage13 ,Stage in line,Carcassonne,172.0,Lucien Teisseire,
"32,378",Tour de France 1938 - Stage1 ,Stage in line,Caen,215.0,Willi Oberbeck,
"32,378",Tour de France 1967 - Stage11 ,Stage in line,Digne-les-Bains,197,José Samyn,
"32,377",Tour de France 1997 - Stage 14 RR,Stage in line,Courchevel,148,Richard Virenque,
"32,369",Tour de France 1935 - Stage6 ,Stage in line,Aix-les-Bains,207,René Vietto,
"32,355",Tour de France 1989 - Stage9 ,Stage in line,Le Cambasque,147,Miguel Induráin,
"32,355",Tour de France 1976 - Stage15 ,Stage in line,Pau,195,Wladimiro Panizza,
"32,343",Tour de France 2001 - Stage 14 RR,Stage in line,Luz-Ardiden,141.5,Roberto Laiseka,
"32,339",Tour de France 1972 - Stage16 ,Stage in line,Pontarlier,198.5,Willy Teirlinck,
"32,335",Tour de France 1998 - Stage 11 RR,Stage in line,Plateau de Beille,170,Marco Pantani,
"32,329",Tour de France 1967 - Stage14 ,Stage in line,Sète,201.5,Barry Hoban,
"32,307",Tour de France 1986 - Stage17 ,Stage in line,Col de Granon,190,Eduardo Chozas,
"32,300",Tour de France 1933 - Stage23 ,Stage in line,Paris,222.0,Learco Guerra,
"32,291",Tour de France 1951 - Stage24 ,Stage in line,Paris,322,Adolphe Deledda,
"32,277",Tour de France 1991 - Stage13 ,Stage in line,Val Jourdon,232.0,Claudio Chiappucci,
"32,257",Tour de France 2011 - Stage 14 RR,Stage in line,Plateau de Beille,168.5,Jelle Vanendert,
"32,243",Tour de France 1932 - Stage4 ,Stage in line,Pau,206.0,Georges Ronsse,
"32,228",Tour de France 1935 - Stage12 ,Stage in line,Marseille,195,Charles Pélissier,
"32,215",Tour de France 1952 - Stage 9 RR,Stage in line,Lausanne,238.0,Walter Diggelmann,
"32,213",Tour de France 1927 - Stage 4 RR,Stage in line,Cherbourg,140,Camille Van de Casteele,
"32,202",Tour de France 1929 - Stage2 ,Stage in line,Cherbourg,140,André Leducq,
"32,189",Tour de France 1908 - Stage1 ,Stage in line,Roubaix,272.0,Georges Passerieu,
"32,173",Tour de France 1986 - Stage18 ,Stage in line,"L'Alpe-d'Huez",162.5,Bernard Hinault,
"32,171",Tour de France 1970 - Stage12 ,Stage in line,Grenoble,194.0,Eddy Merckx,
"32,161",Tour de France 1936 - Stage4 ,Stage in line,Belfort,220.0,Maurice Archambaud,
"32,159",Tour de France 1986 - Stage16 ,Stage in line,Gap,246.5,Jean-François Bernard,
"32,131",Tour de France 1963 - Stage10 ,Stage in line,Bagnères-de-Bigorre,148.5,Jacques Anquetil,
"32,117",Tour de France 1953 - Stage16 ,Stage in line,Monaco,236.0,Wim van Est,
"32,082",Tour de France 1964 - Stage9 ,Stage in line,Monaco,239.0,Jacques Anquetil,
"32,078",Tour de France 1929 - Stage5 ,Stage in line,Vannes,208,Gustaaf Van Slembrouck,
"32,076",Tour de France 1984 - Stage11 ,Stage in line,Guzet Neige,226.5,Robert Millar,
"32,051",Tour de France 1950 - Stage4 ,Stage in line,Rouen,231.0,Stan Ockers,
"32,050",Tour de France 1954 - Stage17 ,Stage in line,Grenoble,182.0,Lucien Lazarides,
"32,042",Tour de France 1973 - Stage14 ,Stage in line,Pau,230.0,Pedro Torres,
"32,034",Tour de France 1929 - Stage12 ,Stage in line,Cannes,191,Marcel Bidot,
"32,021",Tour de France 1931 - Stage2 ,Stage in line,Dinan,212.0,Max Bulla,
"32,016",Tour de France 1967 - Stage21 ,Stage in line,Fontainebleau,359,Paul Lemeteyer,
"31,996",Tour de France 1934 - Stage3 ,Stage in line,Metz,161,Roger Lapébie,
"31,981",Tour de France 1969 - Stage16 ,Stage in line,Bagnères-de-Luchon,199.0,Raymond Delisle,
"31,976",Tour de France 1931 - Stage7 ,Stage in line,Bayonne,180,Gerard Loncke,
"31,974",Tour de France 1976 - Stage14 ,Stage in line,"Pla d'Adet",139,Lucien Van Impe,
"31,972",Tour de France 1976 - Stage20 ,Stage in line,le Puy-de-Dôme,220.0,Joop Zoetemelk,
"31,968",Tour de France 1952 - Stage 6 RR,Stage in line,Metz,228.0,Fiorenzo Magni,
"31,964",Tour de France 1981 - Stage16 ,Stage in line,Morzine,199.5,Robert Alban,
"31,960",Tour de France 1908 - Stage10 ,Stage in line,Bordeaux,269.0,Georges Paulmier,
"31,953",Tour de France 1967 - Stage8 ,Stage in line,"Ballon d'Alsace",215.0,Lucien Aimar,
"31,951",Tour de France 1964 - Stage11 ,Stage in line,Montpellier,250.0,Ward Sels,
"31,939",Tour de France 1929 - Stage6 ,Stage in line,"Les Sables-d'Olonne",204.0,Paul le Drogo,
"31,936",Tour de France 1970 - Stage13 ,Stage in line,Gap,187.5,Primo Mori,
"31,928",Tour de France 1985 - Stage12 ,Stage in line,Lans-en-Vercors/Stade-des-Neiges,269.0,Fabio Parra,
"31,924",Tour de France 1928 - Stage1 ,Stage in line,Caen,207,Nicolas Frantz,
"31,917",Tour de France 1939 - Stage8a ,Stage in line,Salies-de-Béarn,210.5,Marcel Kint,
"31,897",Tour de France 1928 - Stage6 ,Stage in line,"Les Sables-d'Olonne",204.0,Nicolas Frantz,
"31,869",Tour de France 1927 - Stage 9 RR,Stage in line,Bordeaux,285.0,Adelin Benoit,
"31,866",Tour de France 1957 - Stage21 ,Stage in line,Tours,317,André Darrigade,
"31,849",Tour de France 1975 - Stage14 ,Stage in line,le Puy-de-Dôme,173.5,Lucien Van Impe,
"31,847",Tour de France 1974 - Stage12 ,Stage in line,Orange,231.0,Jos Spruyt,
"31,842",Tour de France 1983 - Stage18 ,Stage in line,Morzine,247.0,Jacques Michaud,
"31,828",Tour de France 1963 - Stage16 ,Stage in line,"Val-d'Isère",202.0,Fernando Manzaneque,
"31,826",Tour de France 1962 - Stage19 ,Stage in line,Aix-les-Bains,204.5,Raymond Poulidor,
"31,814",Tour de France 1951 - Stage23 ,Stage in line,Dijon,197,Germain Derycke,
"31,804",Tour de France 1953 - Stage18 ,Stage in line,Briançon,165,Louison Bobet,
"31,802",Tour de France 1966 - Stage11 ,Stage in line,Bagnères-de-Luchon,188.0,Marcello Mugnaini,
"31,787",Tour de France 1934 - Stage17 ,Stage in line,Tarbes,91.0,Antonin Magne,
"31,759",Tour de France 1960 - Stage11 ,Stage in line,Bagnères-de-Luchon,161,Kurt Gimmi,
"31,749",Tour de France 1927 - Stage 22 RR,Stage in line,Charleville-Mézières,159,Hector Martin,
"31,747",Tour de France 1910 - Stage4 ,Stage in line,Lyon,309,François Faber,
"31,741",Tour de France 1935 - Stage21 ,Stage in line,Paris,221.0,Romain Maes,
"31,740",Tour de France 1973 - Stage7b ,Stage in line,Méribel-les-Allues,150.5,Bernard Thevenet,
"31,739",Tour de France 1938 - Stage17b ,Stage in line,Strasbourg,143,Jean Fréchaut,
"31,717",Tour de France 1985 - Stage18a ,Stage in line,"Col d'Aubisque",52.5,Stephen Roche,
"31,706",Tour de France 1966 - Stage18 ,Stage in line,Chamonix,188.0,Edy Schutz,
"31,695",Tour de France 1952 - Stage 18 RR,Stage in line,Pau,149,Fausto Coppi,
"31,694",Tour de France 1957 - Stage13 ,Stage in line,Alès,160,Nino Defilippis,
"31,686",Tour de France 1955 - Stage3 ,Stage in line,Namur,210.0,Louison Bobet,
"31,673",Tour de France 1987 - Stage14 ,Stage in line,Luz-Ardiden,166,Dag-Otto Lauritzen,
"31,669",Tour de France 1948 - Stage 21 RR,Stage in line,Paris,286.0,Giovanni Corrieri,
"31,664",Tour de France 1928 - Stage15 ,Stage in line,Pontarlier,213.0,Pierre Magne,
"31,663",Tour de France 1927 - Stage 19 RR,Stage in line,Belfort,119,Maurice Geldhof,
"31,660",Tour de France 1949 - Stage 14 RR,Stage in line,Marseille,199.0,Jean Goldschmidt,
"31,643",Tour de France 1937 - Stage20 ,Stage in line,Paris,234,Edward Vissers,
"31,640",Tour de France 1934 - Stage1 ,Stage in line,Lille,262,Georges Speicher,
"31,637",Tour de France 1957 - Stage10 ,Stage in line,Briançon,247.0,Gastone Nencini,
"31,624",Tour de France 1949 - Stage 2 RR,Stage in line,Brussels,273.0,Roger Lambrecht,
"31,620",Tour de France 1982 - Stage15 ,Stage in line,Orcieres-Merlette,208,Pascal Simon,
"31,617",Tour de France 1931 - Stage22 ,Stage in line,Charleville-Mézières,159,Rafaele di Paco,
"31,598",Tour de France 1910 - Stage15 ,Stage in line,Paris,262,Ernesto Azzini,
"31,598",Tour de France 1932 - Stage8 ,Stage in line,Marseille,206.0,Michele Orrecchia,
"31,598",Tour de France 1966 - Stage16 ,Stage in line,Briançon,148.5,Julio Jiménez,
"31,585",Tour de France 1948 - Stage 12 RR,Stage in line,Cannes,170,Louison Bobet,
"31,545",Tour de France 1993 - Stage 15 ,Stage in line,Pal,231.5,Oliverio Rincón,
"31,524",Tour de France 1950 - Stage16 ,Stage in line,Nice,96,Ferdi Kübler,
"31,491",Tour de France 1993 - Stage 11 ,Stage in line,Isola 2000,179,Toni Rominger,
"31,451",Tour de France 1983 - Stage10 ,Stage in line,Bagnères-de-Luchon,201.0,Robert Millar,
"31,447",Tour de France 1949 - Stage 19 RR,Stage in line,Colmar,283.0,Raphaël Geminiani,
"31,435",Tour de France 2000 - Stage 14 RR,Stage in line,Briançon,249.5,Santiago Botero,
"31,411",Tour de France 1935 - Stage4 ,Stage in line,Belfort,220.0,Jean Aerts,
"31,410",Tour de France 1953 - Stage17 ,Stage in line,Gap,261.0,Wout Wagtmans,
"31,405",Tour de France 1987 - Stage18 ITT,Individual time trial,Mont-Ventoux,36.5,Jean-François Bernard,
"31,405",Tour de France 1949 - Stage 21 RR,Stage in line,Paris,340,Rik Van Steenbergen,
"31,377",Tour de France 1931 - Stage6 ,Stage in line,Bordeaux,338,Alfred Haemerlinck,
"31,364",Tour de France 1934 - Stage10 ,Stage in line,Nice,156,René Le Grevès,
"31,362",Tour de France 1972 - Stage14b ,Stage in line,Aix-les-Bains,151,Cyrille Guimard,
"31,354",Tour de France 1935 - Stage5a ,Stage in line,Geneva,262,Maurice Archambaud,
"31,354",Tour de France 1947 - Stage10 ,Stage in line,Nice,255.0,Fermo Camellini,
"31,353",Tour de France 1960 - Stage16 ,Stage in line,Briançon,172.0,Graziano Battistini,
"31,348",Tour de France 1958 - Stage21 ,Stage in line,Aix-les-Bains,219.0,Charly Gaul,
"31,334",Tour de France 1929 - Stage3 ,Stage in line,Dinan,199.0,Omer Taverne,
"31,319",Tour de France 1981 - Stage18 ,Stage in line,Le Pleynet,134,Bernard Hinault,
"31,315",Tour de France 1908 - Stage4 ,Stage in line,Lyon,309,François Faber,
"31,299",Tour de France 1938 - Stage21 ,Stage in line,Paris,279.0,,
"31,295",Tour de France 1947 - Stage7 ,Stage in line,Grenoble,172.0,Jean Robic,
"31,291",Tour de France 1993 - Stage 16 ,Stage in line,"Pla d'Adet",230.0,Zenon Jaskula,
"31,279",Tour de France 2012 - Stage 11 RR,Stage in line,La Toussuire,148,Pierre Rolland,
"31,275",Tour de France 1978 - Stage 17 RR,Stage in line,Morzine,226,Christian Seznec,
"31,255",Tour de France 1934 - Stage22 ,Stage in line,Caen,275.0,Raymond Louviot,
"31,254",Tour de France 1932 - Stage19 ,Stage in line,Malo-les-Bains,271.0,Gaston Rebry,
"31,253",Tour de France 1956 - Stage19 ,Stage in line,Saint-Etienne,173.0,Stan Ockers,
"31,252",Tour de France 1954 - Stage15 ,Stage in line,Le Puy-en-Velay,197,Dominique Forlini,
"31,244",Tour de France 1957 - Stage18 ,Stage in line,Pau,207,Gastone Nencini,
"31,239",Tour de France 1930 - Stage19 ,Stage in line,Charleville-Mézières,159,Charles Pélissier,
"31,227",Tour de France 1972 - Stage13 ,Stage in line,Briançon,201.0,Eddy Merckx,
"31,227",Tour de France 1937 - Stage5a ,Stage in line,Lons-le-Saunier,175,Henri Puppo,
"31,221",Tour de France 1967 - Stage17 ,Stage in line,Pau,250.0,Raymond Mastrotto,
"31,217",Tour de France 1930 - Stage12 ,Stage in line,Marseille,209.0,Antonin Magne,
"31,211",Tour de France 1930 - Stage1 ,Stage in line,Caen,206.0,Charles Pélissier,
"31,205",Tour de France 1964 - Stage16 ,Stage in line,Pau,197,Federico Bahamontes,
"31,198",Tour de France 1936 - Stage17 ,Stage in line,Bordeaux,229.0,René Le Grevès,
"31,193",Tour de France 1989 - Stage17 ,Stage in line,"L'Alpe-d'Huez",161.5,Gert-Jan Theunisse,
"31,178",Tour de France 1937 - Stage11a ,Stage in line,Toulon,169.0,Eloï Meulenberg,
"31,163",Tour de France 1936 - Stage5 ,Stage in line,Évian-les-Bains,298.0,René Le Grevès,
"31,151",Tour de France 1925 - Stage11 ,Stage in line,Toulon,215.0,Lucien Buysse,
"31,127",Tour de France 1995 - Stage 10 ,Stage in line,"L'Alpe-d'Huez",162.5,Marco Pantani,
"31,126",Tour de France 1931 - Stage8 ,Stage in line,Pau,106,Charles Pélissier,
"31,110",Tour de France 1938 - Stage3 ,Stage in line,Nantes,238.0,Gerrit Schulte,
"31,107",Tour de France 1989 - Stage10 ,Stage in line,Superbagnères,136,Robert Millar,
"31,106",Tour de France 1959 - Stage18 ,Stage in line,Saint Vincent,243.0,Ercole Baldini,
"31,096",Tour de France 2000 - Stage 15 RR,Stage in line,Courchevel,173.5,Marco Pantani,
"31,096",Tour de France 1967 - Stage20 ,Stage in line,le Puy-de-Dôme,222.0,Felice Gimondi,
"31,075",Tour de France 1958 - Stage20 ,Stage in line,Briançon,165,Federico Bahamontes,
"31,073",Tour de France 1936 - Stage11 ,Stage in line,Cannes,126,Federico Ezquerra,
"31,073",Tour de France 1933 - Stage20 ,Stage in line,La Rochelle,183.0,Jean Aerts,
"31,070",Tour de France 1927 - Stage 14 RR,Stage in line,Toulon,120,Antonin Magne,
"31,065",Tour de France 1970 - Stage16 ,Stage in line,Toulouse,259.5,Albert Van Vlierberghe,
"31,014",Tour de France 1927 - Stage 7 RR,Stage in line,Vannes,207,Gustaaf Van Slembrouck,
"31,012",Tour de France 1980 - Stage13 ,Stage in line,Bagnères-de-Luchon,200.3,Raymond Martin,
"30,996",Tour de France 1936 - Stage8 ,Stage in line,Briançon,194.0,Jean-Marie Goasmat,
"30,981",Tour de France 1957 - Stage12 ,Stage in line,Marseille,239.0,Jean Stablinsky,
"30,968",Tour de France 1947 - Stage14 ,Stage in line,Bagnères-de-Luchon,253.0,Albert Bourlon,
"30,961",Tour de France 1939 - Stage17a ,Stage in line,Dole,226,François Neuens,
"30,955",Tour de France 1968 - Stage14 ,Stage in line,Canet-Plage,231.5,Jan Janssen,
"30,954",Tour de France 1930 - Stage3 ,Stage in line,Brest,206.0,Charles Pélissier,
"30,945",Tour de France 1980 - Stage5 ,Stage in line,Lille,249.3,Bernard Hinault,
"30,927",Tour de France 1955 - Stage18 ,Stage in line,Pau,206.0,Jean Brankart,
"30,922",Tour de France 1928 - Stage5 ,Stage in line,Vannes,208,Marcel Bidot,
"30,917",Tour de France 1904 - Stage4 ,Stage in line,Bordeaux,268.0,François Beaugendre,
"30,916",Tour de France 1914 - Stage13 ,Stage in line,Longwy,325,François Faber,
"30,916",Tour de France 1929 - Stage7 ,Stage in line,Bordeaux,285.0,Nicolas Frantz,
"30,908",Tour de France 1977 - Stage2 ,Stage in line,Pau,253.0,Didi Thurau,
"30,905",Tour de France 2002 - Stage 16 RR,Stage in line,La Plagne,179.5,Michael Boogerd,
"30,901",Tour de France 1951 - Stage3 ,Stage in line,Le Tréport,219.0,Georges Meunier,
"30,862",Tour de France 1948 - Stage 8 RR,Stage in line,Toulouse,261.0,Gino Bartali,
"30,858",Tour de France 1939 - Stage18b ,Stage in line,Paris,201.0,Marcel Kint,
"30,831",Tour de France 1952 - Stage 23 RR,Stage in line,Paris,354.0,Antonin Rolland,
